program,perform site,range,paragraphs,terminal/frontier statements,intrinsic continuation,ordinary continuation,contextual completion,explicit transfer,nested control,current producer facts,current lower rejection,cluster
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:234@459,"{""performKind"": ""PROCEDURE"", ""from"": ""6000-MAKE-DECISION"", ""through"": ""6000-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",6000-EXIT,statement:293: EXIT,statement:293 -> statement:88,statement:293 -> statement:88,resume statement:235,,"{""IF"": 6}",LEGACY; entry=statement:293; completions=statement:293,statement:293: normal completion cannot override explicit control | statement:293: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:235@461,"{""performKind"": ""PROCEDURE"", ""from"": ""7100-SEND-RESPONSE"", ""through"": ""7100-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",7100-SEND-RESPONSE,statement:174: IF WS-COMPCODE NOT = MQCC-OK MOVE 'M004'                TO ERR-LOCATION SET  ERR-CRITICAL          TO TRUE SET  ERR-MQ                TO TRUE MOVE WS-COMPCODE           TO WS-CODE-DISPLAY MOVE WS-CODE-DISPLAY       TO ERR-CODE-1 MOVE WS-REASON        | statement:297: PERFORM 9500-LOG-ERROR,statement:174 -> None | statement:297 -> None,statement:174 -> None | statement:297 -> None,statement:298,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","LEGACY; entry=statement:88; completions=statement:174,statement:297",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:235@461,"{""performKind"": ""PROCEDURE"", ""from"": ""7100-SEND-RESPONSE"", ""through"": ""7100-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",7100-EXIT,statement:298: EXIT,statement:298 -> statement:299,statement:298 -> statement:299,resume statement:167,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}",LEGACY; entry=statement:298; completions=statement:298,statement:298: normal completion cannot override explicit control | statement:298: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:236@464,"{""performKind"": ""PROCEDURE"", ""from"": ""8000-WRITE-AUTH-TO-DB"", ""through"": ""8000-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",8000-WRITE-AUTH-TO-DB,statement:300: PERFORM 8500-INSERT-AUTH         THRU 8500-EXIT,statement:300 -> None,statement:300 -> None,statement:301,,"{""PERFORM_PROCEDURE"": 2}",LEGACY; entry=statement:299; completions=statement:300,,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;PERFORM;ONCE
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:236@464,"{""performKind"": ""PROCEDURE"", ""from"": ""8000-WRITE-AUTH-TO-DB"", ""through"": ""8000-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",8000-EXIT,statement:301: EXIT,statement:301 -> statement:175,statement:301 -> statement:175,resume None,,"{""PERFORM_PROCEDURE"": 2}",LEGACY; entry=statement:301; completions=statement:301,statement:301: normal completion cannot override explicit control | statement:301: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:245@500,"{""performKind"": ""PROCEDURE"", ""from"": ""9500-LOG-ERROR"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9500-LOG-ERROR,statement:184: IF ERR-CRITICAL PERFORM 9990-END-ROUTINE END-IF | statement:339: PERFORM 9990-END-ROUTINE,statement:184 -> None | statement:339 -> None,statement:184 -> None | statement:339 -> None,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:336; completions=statement:184,statement:339",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:248@512,"{""performKind"": ""PROCEDURE"", ""from"": ""9500-LOG-ERROR"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9500-LOG-ERROR,statement:184: IF ERR-CRITICAL PERFORM 9990-END-ROUTINE END-IF | statement:339: PERFORM 9990-END-ROUTINE,statement:184 -> None | statement:339 -> None,statement:184 -> None | statement:339 -> None,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:336; completions=statement:184,statement:339",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:256@547,"{""performKind"": ""PROCEDURE"", ""from"": ""9500-LOG-ERROR"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9500-LOG-ERROR,statement:184: IF ERR-CRITICAL PERFORM 9990-END-ROUTINE END-IF | statement:339: PERFORM 9990-END-ROUTINE,statement:184 -> None | statement:339 -> None,statement:184 -> None | statement:339 -> None,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:336; completions=statement:184,statement:339",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:259@560,"{""performKind"": ""PROCEDURE"", ""from"": ""9500-LOG-ERROR"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9500-LOG-ERROR,statement:184: IF ERR-CRITICAL PERFORM 9990-END-ROUTINE END-IF | statement:339: PERFORM 9990-END-ROUTINE,statement:184 -> None | statement:339 -> None,statement:184 -> None | statement:339 -> None,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:336; completions=statement:184,statement:339",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:267@595,"{""performKind"": ""PROCEDURE"", ""from"": ""9500-LOG-ERROR"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9500-LOG-ERROR,statement:184: IF ERR-CRITICAL PERFORM 9990-END-ROUTINE END-IF | statement:339: PERFORM 9990-END-ROUTINE,statement:184 -> None | statement:339 -> None,statement:184 -> None | statement:339 -> None,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:336; completions=statement:184,statement:339",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:270@608,"{""performKind"": ""PROCEDURE"", ""from"": ""9500-LOG-ERROR"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9500-LOG-ERROR,statement:184: IF ERR-CRITICAL PERFORM 9990-END-ROUTINE END-IF | statement:339: PERFORM 9990-END-ROUTINE,statement:184 -> None | statement:339 -> None,statement:184 -> None | statement:339 -> None,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:336; completions=statement:184,statement:339",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:278@639,"{""performKind"": ""PROCEDURE"", ""from"": ""9500-LOG-ERROR"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9500-LOG-ERROR,statement:184: IF ERR-CRITICAL PERFORM 9990-END-ROUTINE END-IF | statement:339: PERFORM 9990-END-ROUTINE,statement:184 -> None | statement:339 -> None,statement:184 -> None | statement:339 -> None,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:336; completions=statement:184,statement:339",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:297@778,"{""performKind"": ""PROCEDURE"", ""from"": ""9500-LOG-ERROR"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9500-LOG-ERROR,statement:184: IF ERR-CRITICAL PERFORM 9990-END-ROUTINE END-IF | statement:339: PERFORM 9990-END-ROUTINE,statement:184 -> None | statement:339 -> None,statement:184 -> None | statement:339 -> None,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:336; completions=statement:184,statement:339",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:299@790,"{""performKind"": ""PROCEDURE"", ""from"": ""8400-UPDATE-SUMMARY"", ""through"": ""8400-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",8400-UPDATE-SUMMARY,statement:178: IF STATUS-OK CONTINUE ELSE MOVE 'I003'                    TO ERR-LOCATION SET  ERR-CRITICAL              TO TRUE SET  ERR-IMS                   TO TRUE MOVE IMS-RETURN-CODE           TO ERR-CODE-1 MOVE 'IMS UPDATE SUMRY FAILED' TO ERR-MESSAGE MOVE PA | statement:313: PERFORM 9500-LOG-ERROR | statement:310: CONTINUE,statement:178 -> None | statement:313 -> None | statement:310 -> statement:314,statement:178 -> None | statement:313 -> None | statement:310 -> statement:314,statement:314,,"{""IF"": 4, ""PERFORM_PROCEDURE"": 1}","LEGACY; entry=statement:175; completions=statement:178,statement:313,statement:310",statement:310: normal completion cannot override explicit control | statement:310: intrinsic normal edge stays in paragraph,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;CONTINUE,IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:299@790,"{""performKind"": ""PROCEDURE"", ""from"": ""8400-UPDATE-SUMMARY"", ""through"": ""8400-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",8400-EXIT,statement:314: EXIT,statement:314 -> statement:315,statement:314 -> statement:315,resume statement:300,,"{""IF"": 4, ""PERFORM_PROCEDURE"": 1}",LEGACY; entry=statement:314; completions=statement:314,statement:314: normal completion cannot override explicit control | statement:314: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:300@791,"{""performKind"": ""PROCEDURE"", ""from"": ""8500-INSERT-AUTH"", ""through"": ""8500-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",8500-INSERT-AUTH,statement:180: IF STATUS-OK CONTINUE ELSE MOVE 'I004'                    TO ERR-LOCATION SET  ERR-CRITICAL              TO TRUE SET  ERR-IMS                   TO TRUE MOVE IMS-RETURN-CODE           TO ERR-CODE-1 MOVE 'IMS INSERT DETL FAILED'  TO ERR-MESSAGE MOVE PA | statement:326: PERFORM 9500-LOG-ERROR | statement:323: CONTINUE,statement:180 -> None | statement:326 -> None | statement:323 -> statement:327,statement:180 -> None | statement:326 -> None | statement:323 -> statement:327,statement:327,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 1}","LEGACY; entry=statement:315; completions=statement:180,statement:326,statement:323",statement:323: normal completion cannot override explicit control | statement:323: intrinsic normal edge stays in paragraph,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;CONTINUE,IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:300@791,"{""performKind"": ""PROCEDURE"", ""from"": ""8500-INSERT-AUTH"", ""through"": ""8500-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",8500-EXIT,statement:327: EXIT,statement:327 -> statement:181,statement:327 -> statement:181,resume None,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 1}",LEGACY; entry=statement:327; completions=statement:327,statement:327: normal completion cannot override explicit control | statement:327: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:313@846,"{""performKind"": ""PROCEDURE"", ""from"": ""9500-LOG-ERROR"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9500-LOG-ERROR,statement:184: IF ERR-CRITICAL PERFORM 9990-END-ROUTINE END-IF | statement:339: PERFORM 9990-END-ROUTINE,statement:184 -> None | statement:339 -> None,statement:184 -> None | statement:339 -> None,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:336; completions=statement:184,statement:339",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:326@931,"{""performKind"": ""PROCEDURE"", ""from"": ""9500-LOG-ERROR"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9500-LOG-ERROR,statement:184: IF ERR-CRITICAL PERFORM 9990-END-ROUTINE END-IF | statement:339: PERFORM 9990-END-ROUTINE,statement:184 -> None | statement:339 -> None,statement:184 -> None | statement:339 -> None,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:336; completions=statement:184,statement:339",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:329@947,"{""performKind"": ""PROCEDURE"", ""from"": ""9100-CLOSE-REQUEST-QUEUE"", ""through"": ""9100-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9100-CLOSE-REQUEST-QUEUE,statement:182: IF WS-REQUEST-MQ-OPEN CALL 'MQCLOSE' USING W01-HCONN-REQUEST W01-HOBJ-REQUEST MQCO-NONE WS-COMPCODE WS-REASON END-CALL *> IF WS-COMPCODE = MQCC-OK SET WS-REQUEST-MQ-CLSE TO TRUE ELSE MOVE 'M005'                TO ERR-LOCATION SET  ERR-WARNING         | statement:183: IF WS-COMPCODE = MQCC-OK SET WS-REQUEST-MQ-CLSE TO TRUE ELSE MOVE 'M005'                TO ERR-LOCATION SET  ERR-WARNING           TO TRUE SET  ERR-MQ                TO TRUE MOVE WS-COMPCODE           TO WS-CODE-DISPLAY MOVE WS-CODE-DISPLAY       TO  | statement:334: PERFORM 9500-LOG-ERROR | statement:331: SET WS-REQUEST-MQ-CLSE TO TRUE,statement:182 -> None | statement:183 -> None | statement:334 -> None | statement:331 -> statement:335,statement:182 -> None | statement:183 -> None | statement:334 -> None | statement:331 -> statement:335,statement:335,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 1}","LEGACY; entry=statement:182; completions=statement:182,statement:183,statement:334,statement:331",statement:331: normal completion cannot override explicit control | statement:331: intrinsic normal edge stays in paragraph,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;IF,PERFORM,SET;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:329@947,"{""performKind"": ""PROCEDURE"", ""from"": ""9100-CLOSE-REQUEST-QUEUE"", ""through"": ""9100-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9100-EXIT,statement:335: EXIT,statement:335 -> statement:336,statement:335 -> statement:336,resume None,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 1}",LEGACY; entry=statement:335; completions=statement:335,statement:335: normal completion cannot override explicit control | statement:335: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:334@975,"{""performKind"": ""PROCEDURE"", ""from"": ""9500-LOG-ERROR"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9500-LOG-ERROR,statement:184: IF ERR-CRITICAL PERFORM 9990-END-ROUTINE END-IF | statement:339: PERFORM 9990-END-ROUTINE,statement:184 -> None | statement:339 -> None,statement:184 -> None | statement:339 -> None,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:336; completions=statement:184,statement:339",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:339@1009,"{""performKind"": ""PROCEDURE"", ""from"": ""9990-END-ROUTINE"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9990-END-ROUTINE,,,,resume None,,"{""PERFORM_PROCEDURE"": 1}",STRUCTURAL_FACTS; entry=statement:341; completions=,,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;;ONCE
app/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,statement:341@1019,"{""performKind"": ""PROCEDURE"", ""from"": ""9000-TERMINATE"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9000-TERMINATE,statement:329: PERFORM 9100-CLOSE-REQUEST-QUEUE THRU 9100-EXIT,statement:329 -> None,statement:329 -> None,resume statement:342,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}",STRUCTURAL_FACTS; entry=statement:181; completions=statement:329,,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;PERFORM;ONCE
app/app-authorization-ims-db2-mq/cbl/COPAUS0C.cbl,statement:260@198,"{""performKind"": ""PROCEDURE"", ""from"": ""SEND-PAULST-SCREEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",SEND-PAULST-SCREEN,statement:250: IF SEND-ERASE-YES *>EXECCICS EXEC CICS SEND                   MAP('COPAU0A')                   MAPSET('COPAU00')                   FROM(COPAU0AO)                   ERASE                   CURSOR         END-EXEC  ELSE *>EXECCICS EXEC CICS SEND       ,statement:250 -> None,statement:250 -> None,resume statement:276,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 1}",STRUCTURAL_FACTS; entry=statement:249; completions=statement:250,,K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;IF;ONCE
app/app-authorization-ims-db2-mq/cbl/COPAUS0C.cbl,statement:262@215,"{""performKind"": ""PROCEDURE"", ""from"": ""GATHER-DETAILS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",GATHER-DETAILS,statement:236: IF WS-ACCT-ID NOT = LOW-VALUES PERFORM GATHER-ACCOUNT-DETAILS  PERFORM INITIALIZE-AUTH-DATA  IF FOUND-PAUT-SMRY-SEG PERFORM PROCESS-PAGE-FORWARD END-IF END-IF | statement:237: IF FOUND-PAUT-SMRY-SEG PERFORM PROCESS-PAGE-FORWARD END-IF | statement:284: PERFORM PROCESS-PAGE-FORWARD,statement:236 -> None | statement:237 -> None | statement:284 -> None,statement:236 -> None | statement:237 -> None | statement:284 -> None,resume statement:263,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 3}","STRUCTURAL_FACTS; entry=statement:43; completions=statement:236,statement:237,statement:284",,"K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;IF,PERFORM;ONCE"
app/app-authorization-ims-db2-mq/cbl/COPAUS0C.cbl,statement:264@219,"{""performKind"": ""PROCEDURE"", ""from"": ""SEND-PAULST-SCREEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",SEND-PAULST-SCREEN,statement:250: IF SEND-ERASE-YES *>EXECCICS EXEC CICS SEND                   MAP('COPAU0A')                   MAPSET('COPAU00')                   FROM(COPAU0AO)                   ERASE                   CURSOR         END-EXEC  ELSE *>EXECCICS EXEC CICS SEND       ,statement:250 -> None,statement:250 -> None,resume statement:276,,"{""IF"": 2, ""PERFORM_PROCEDURE"": 1}",STRUCTURAL_FACTS; entry=statement:249; completions=statement:250,,K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;IF;ONCE
app/app-authorization-ims-db2-mq/cbl/COPAUS0C.cbl,statement:265@222,"{""performKind"": ""PROCEDURE"", ""from"": ""RECEIVE-PAULST-SCREEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",RECEIVE-PAULST-SCREEN,,,,resume statement:266,,{},STRUCTURAL_FACTS; entry=statement:329; completions=,,K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;;ONCE
app/app-authorization-ims-db2-mq/cbl/COPAUS0C.cbl,statement:267@226,"{""performKind"": ""PROCEDURE"", ""from"": ""PROCESS-ENTER-KEY"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",PROCESS-ENTER-KEY,statement:281: PERFORM GATHER-DETAILS,statement:281 -> None,statement:281 -> None,resume statement:232,,"{""IF"": 3, ""CICS_PROGRAM_CONTROL"": 1, ""PERFORM_PROCEDURE"": 1}",STRUCTURAL_FACTS; entry=statement:233; completions=statement:281,,K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; SINGLE;PERFORM;ONCE
